problem type;benchmark set;filename;number of orders;capacity;random seed;policy;opt?;UB;LB;time [s]
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C30\29s-40-30-2.txt;40;30;2;largest_gap;true;7.118;7.118;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C30\29s-40-30-2.txt;40;30;2;traversal;true;8.253;8.253;2893,25
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C30\29s-40-30-3.txt;40;30;3;optimal;true;8.686;8.686;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C30\29s-40-30-3.txt;40;30;3;largest_gap;true;9.125;9.125;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C30\29s-40-30-3.txt;40;30;3;traversal;true;10.356;10.356;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C30\29s-40-30-4.txt;40;30;4;optimal;true;7.141;7.141;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C30\29s-40-30-4.txt;40;30;4;largest_gap;true;7.587;7.587;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C30\29s-40-30-4.txt;40;30;4;traversal;true;8.608;8.608;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C30\29s-40-30-5.txt;40;30;5;optimal;true;6.174;6.174;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C30\29s-40-30-5.txt;40;30;5;largest_gap;true;6.459;6.459;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C30\29s-40-30-5.txt;40;30;5;traversal;true;7.468;7.468;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C30\29s-40-30-6.txt;40;30;6;optimal;true;7.395;7.395;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C30\29s-40-30-6.txt;40;30;6;largest_gap;true;7.889;7.889;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C30\29s-40-30-6.txt;40;30;6;traversal;true;8.788;8.788;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C30\29s-40-30-7.txt;40;30;7;optimal;true;6.895;6.895;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C30\29s-40-30-7.txt;40;30;7;largest_gap;true;7.290;7.290;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C30\29s-40-30-7.txt;40;30;7;traversal;true;8.148;8.148;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C30\29s-40-30-8.txt;40;30;8;optimal;true;7.136;7.136;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C30\29s-40-30-8.txt;40;30;8;largest_gap;true;7.504;7.504;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C30\29s-40-30-8.txt;40;30;8;traversal;true;8.596;8.596;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C30\29s-40-30-9.txt;40;30;9;optimal;true;6.690;6.690;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C30\29s-40-30-9.txt;40;30;9;largest_gap;true;7.009;7.009;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C30\29s-40-30-9.txt;40;30;9;traversal;true;8.110;8.110;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C45\30s-40-45-0.txt;40;45;0;optimal;false;4.553;4.552,12;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C45\30s-40-45-0.txt;40;45;0;largest_gap;true;4.814;4.814;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C45\30s-40-45-0.txt;40;45;0;traversal;true;5.101;5.100,56;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C45\30s-40-45-1.txt;40;45;1;optimal;true;5.229;5.229;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C45\30s-40-45-1.txt;40;45;1;largest_gap;true;5.668;5.667,57;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C45\30s-40-45-1.txt;40;45;1;traversal;true;5.896;5.896;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C45\30s-40-45-2.txt;40;45;2;optimal;true;5.117;5.117;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C45\30s-40-45-2.txt;40;45;2;largest_gap;true;5.493;5.492,57;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C45\30s-40-45-2.txt;40;45;2;traversal;true;5.634;5.634;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C45\30s-40-45-3.txt;40;45;3;optimal;true;4.787;4.787;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C45\30s-40-45-3.txt;40;45;3;largest_gap;true;5.185;5.185;24,285
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C45\30s-40-45-3.txt;40;45;3;traversal;false;5.383;5.379,89;9,558
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C45\30s-40-45-4.txt;40;45;4;optimal;false;4.678;4.656,24;16,842
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C45\30s-40-45-4.txt;40;45;4;largest_gap;true;5.007;5.006,71;3,291
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C45\30s-40-45-4.txt;40;45;4;traversal;false;5.190;5.168,20;22,256
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C45\30s-40-45-5.txt;40;45;5;optimal;false;4.253;4.248,71;4,243
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C45\30s-40-45-5.txt;40;45;5;largest_gap;true;4.531;4.530,57;26,417
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C45\30s-40-45-5.txt;40;45;5;traversal;true;4.693;4.692,62;10,016
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C45\30s-40-45-6.txt;40;45;6;optimal;false;4.730;4.716,31;113,279
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C45\30s-40-45-6.txt;40;45;6;largest_gap;true;5.073;5.072,81;251,841
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C45\30s-40-45-6.txt;40;45;6;traversal;true;5.201;5.200,74;411,442
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C45\30s-40-45-7.txt;40;45;7;optimal;true;4.122;4.121,94;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C45\30s-40-45-7.txt;40;45;7;largest_gap;true;4.448;4.447,79;337,029
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C45\30s-40-45-7.txt;40;45;7;traversal;true;4.623;4.622,51;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C45\30s-40-45-8.txt;40;45;8;optimal;true;4.570;4.570;25,204
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C45\30s-40-45-8.txt;40;45;8;largest_gap;false;4.827;4.826,50;336,93
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C45\30s-40-45-8.txt;40;45;8;traversal;false;5.107;5.100,34;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C45\30s-40-45-9.txt;40;45;9;optimal;false;4.262;4.181,28;819,415
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C45\30s-40-45-9.txt;40;45;9;largest_gap;false;4.546;4.535,33;2327,64
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C45\30s-40-45-9.txt;40;45;9;traversal;true;4.853;4.852,53;62,667
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C60\31s-40-60-0.txt;40;60;0;optimal;false;4.241;4.139,01;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C60\31s-40-60-0.txt;40;60;0;largest_gap;false;4.605;4.548,55;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C60\31s-40-60-0.txt;40;60;0;traversal;false;4.543;4.488,90;437,06
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C60\31s-40-60-1.txt;40;60;1;optimal;false;3.595;3.538,10;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C60\31s-40-60-1.txt;40;60;1;largest_gap;false;3.860;3.856,71;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C60\31s-40-60-1.txt;40;60;1;traversal;false;4.010;3.981;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C60\31s-40-60-2.txt;40;60;2;optimal;false;3.764;3.706,51;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C60\31s-40-60-2.txt;40;60;2;largest_gap;false;4.041;4.037,09;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C60\31s-40-60-2.txt;40;60;2;traversal;false;4.028;3.987,16;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C60\31s-40-60-3.txt;40;60;3;optimal;false;4.186;3.855,72;562,128
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C60\31s-40-60-3.txt;40;60;3;largest_gap;true;4.224;4.224;145,752
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C60\31s-40-60-3.txt;40;60;3;traversal;true;4.183;4.182,64;353,406
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C60\31s-40-60-4.txt;40;60;4;optimal;false;4.112;4.110,88;1770,43
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C60\31s-40-60-4.txt;40;60;4;largest_gap;true;4.515;4.514,53;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C60\31s-40-60-4.txt;40;60;4;traversal;true;4.575;4.574,51;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C60\31s-40-60-5.txt;40;60;5;optimal;false;3.690;3.676,93;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C60\31s-40-60-5.txt;40;60;5;largest_gap;false;4.070;4.040,72;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C60\31s-40-60-5.txt;40;60;5;traversal;false;4.094;4.068,24;1371,41
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C60\31s-40-60-6.txt;40;60;6;optimal;false;3.546;3.526,35;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C60\31s-40-60-6.txt;40;60;6;largest_gap;true;3.866;3.865,67;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C60\31s-40-60-6.txt;40;60;6;traversal;false;3.830;3.825,53;46,601
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C60\31s-40-60-7.txt;40;60;7;optimal;false;3.292;3.276,04;105,255
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C60\31s-40-60-7.txt;40;60;7;largest_gap;false;3.623;3.622,31;82,068
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C60\31s-40-60-7.txt;40;60;7;traversal;true;3.583;3.582,70;77,088
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C60\31s-40-60-8.txt;40;60;8;optimal;false;3.585;3.572,77;33,752
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C60\31s-40-60-8.txt;40;60;8;largest_gap;false;3.890;3.886,24;56,262
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C60\31s-40-60-8.txt;40;60;8;traversal;false;3.869;3.855,61;259,472
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C60\31s-40-60-9.txt;40;60;9;optimal;true;3.523;3.523;20,076
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C60\31s-40-60-9.txt;40;60;9;largest_gap;false;3.848;3.847,44;72,904
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C60\31s-40-60-9.txt;40;60;9;traversal;false;3.951;3.905,93;14,076
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C75\32s-40-75-0.txt;40;75;0;optimal;false;3.122;3.098,33;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C75\32s-40-75-0.txt;40;75;0;largest_gap;false;3.515;3.499,23;674,768
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C75\32s-40-75-0.txt;40;75;0;traversal;true;3.345;3.344,55;3006,96
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C75\32s-40-75-1.txt;40;75;1;optimal;false;2.983;2.908,95;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C75\32s-40-75-1.txt;40;75;1;largest_gap;false;3.301;3.233,68;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C75\32s-40-75-1.txt;40;75;1;traversal;false;3.322;3.232,25;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C75\32s-40-75-2.txt;40;75;2;optimal;false;3.524;3.431,41;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C75\32s-40-75-2.txt;40;75;2;largest_gap;false;3.902;3.878,14;2639,12
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C75\32s-40-75-2.txt;40;75;2;traversal;false;3.755;3.682,24;397,581
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C75\32s-40-75-3.txt;40;75;3;optimal;false;3.019;2.904,09;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C75\32s-40-75-3.txt;40;75;3;largest_gap;false;3.306;3.255,30;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C75\32s-40-75-3.txt;40;75;3;traversal;false;3.201;3.125,85;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C75\32s-40-75-4.txt;40;75;4;optimal;false;3.435;3.131,96;675,645
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C75\32s-40-75-4.txt;40;75;4;largest_gap;false;3.509;3.503,14;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C75\32s-40-75-4.txt;40;75;4;traversal;true;3.343;3.342,74;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C75\32s-40-75-5.txt;40;75;5;optimal;false;3.022;2.860,74;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C75\32s-40-75-5.txt;40;75;5;largest_gap;false;3.278;3.159,26;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C75\32s-40-75-5.txt;40;75;5;traversal;false;3.292;3.138,64;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C75\32s-40-75-6.txt;40;75;6;optimal;false;2.943;2.853,12;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C75\32s-40-75-6.txt;40;75;6;largest_gap;true;3.190;3.189,81;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C75\32s-40-75-6.txt;40;75;6;traversal;false;3.187;3.074,32;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C75\32s-40-75-7.txt;40;75;7;optimal;false;3.355;3.036;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C75\32s-40-75-7.txt;40;75;7;largest_gap;false;3.409;3.401,19;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C75\32s-40-75-7.txt;40;75;7;traversal;false;3.304;3.302,89;3479,61
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C75\32s-40-75-8.txt;40;75;8;optimal;false;3.010;2.695,94;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C75\32s-40-75-8.txt;40;75;8;largest_gap;false;3.025;3.014,70;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C75\32s-40-75-8.txt;40;75;8;traversal;true;2.931;2.930,63;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C75\32s-40-75-9.txt;40;75;9;optimal;false;2.895;2.857,30;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C75\32s-40-75-9.txt;40;75;9;largest_gap;true;3.162;3.161,63;2566,74
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O40_C75\32s-40-75-9.txt;40;75;9;traversal;false;3.049;3.047,04;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C30\9l-40-30-0.txt;40;30;0;optimal;true;9.690;9.690;51,262
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C30\9l-40-30-0.txt;40;30;0;largest_gap;true;10.539;10.539;1038,25
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C30\9l-40-30-0.txt;40;30;0;traversal;true;11.153;11.153;18,639
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C30\9l-40-30-1.txt;40;30;1;optimal;true;9.030;9.030;171,036
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C30\9l-40-30-1.txt;40;30;1;largest_gap;true;9.734;9.734;100,869
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C30\9l-40-30-1.txt;40;30;1;traversal;true;10.802;10.802;91,621
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C30\9l-40-30-2.txt;40;30;2;optimal;true;8.152;8.152;139,98
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C30\9l-40-30-2.txt;40;30;2;largest_gap;true;8.810;8.810;50,941
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C30\9l-40-30-2.txt;40;30;2;traversal;true;9.396;9.396;18,147
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C30\9l-40-30-3.txt;40;30;3;optimal;true;8.362;8.362;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C30\9l-40-30-3.txt;40;30;3;largest_gap;true;8.989;8.989;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C30\9l-40-30-3.txt;40;30;3;traversal;true;9.766;9.766;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C30\9l-40-30-4.txt;40;30;4;optimal;true;8.519;8.519;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C30\9l-40-30-4.txt;40;30;4;largest_gap;true;9.256;9.256;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C30\9l-40-30-4.txt;40;30;4;traversal;true;10.115;10.115;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C30\9l-40-30-5.txt;40;30;5;optimal;true;9.194;9.194;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C30\9l-40-30-5.txt;40;30;5;largest_gap;true;10.048;10.048;1861,4
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C30\9l-40-30-5.txt;40;30;5;traversal;true;10.826;10.826;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C30\9l-40-30-6.txt;40;30;6;optimal;true;8.238;8.238;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C30\9l-40-30-6.txt;40;30;6;largest_gap;true;9.049;9.049;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C30\9l-40-30-6.txt;40;30;6;traversal;true;9.774;9.774;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C30\9l-40-30-7.txt;40;30;7;optimal;true;7.865;7.865;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C30\9l-40-30-7.txt;40;30;7;largest_gap;true;8.548;8.548;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C30\9l-40-30-7.txt;40;30;7;traversal;true;9.171;9.170,75;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C30\9l-40-30-8.txt;40;30;8;optimal;true;9.394;9.394;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C30\9l-40-30-8.txt;40;30;8;largest_gap;true;10.263;10.263;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C30\9l-40-30-8.txt;40;30;8;traversal;true;11.182;11.182;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C30\9l-40-30-9.txt;40;30;9;optimal;true;8.673;8.673;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C30\9l-40-30-9.txt;40;30;9;largest_gap;true;9.530;9.530;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C30\9l-40-30-9.txt;40;30;9;traversal;true;10.172;10.172;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C45\10l-40-45-0.txt;40;45;0;optimal;false;7.109;7.085,67;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C45\10l-40-45-0.txt;40;45;0;largest_gap;false;8.028;8.005,50;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C45\10l-40-45-0.txt;40;45;0;traversal;false;7.876;7.854,15;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C45\10l-40-45-1.txt;40;45;1;optimal;false;6.688;6.667,81;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C45\10l-40-45-1.txt;40;45;1;largest_gap;true;7.441;7.441;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C45\10l-40-45-1.txt;40;45;1;traversal;true;7.400;7.400;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C45\10l-40-45-2.txt;40;45;2;optimal;false;6.105;6.100,36;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C45\10l-40-45-2.txt;40;45;2;largest_gap;false;6.881;6.873,44;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C45\10l-40-45-2.txt;40;45;2;traversal;false;6.737;6.722,87;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C45\10l-40-45-3.txt;40;45;3;optimal;false;5.976;5.959,11;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C45\10l-40-45-3.txt;40;45;3;largest_gap;false;6.834;6.821,40;2142,8
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C45\10l-40-45-3.txt;40;45;3;traversal;true;6.491;6.490,86;502,756
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C45\10l-40-45-4.txt;40;45;4;optimal;false;6.473;6.230,81;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C45\10l-40-45-4.txt;40;45;4;largest_gap;false;7.314;7.031,12;939,554
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C45\10l-40-45-4.txt;40;45;4;traversal;true;6.866;6.866;1801,01
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C45\10l-40-45-5.txt;40;45;5;optimal;false;5.709;5.682,02;68,568
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C45\10l-40-45-5.txt;40;45;5;largest_gap;false;6.345;6.326,45;65,742
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C45\10l-40-45-5.txt;40;45;5;traversal;false;6.251;6.249,91;69,9
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C45\10l-40-45-6.txt;40;45;6;optimal;false;6.586;6.582,69;650,056
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C45\10l-40-45-6.txt;40;45;6;largest_gap;true;7.245;7.245;64,82
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C45\10l-40-45-6.txt;40;45;6;traversal;true;7.221;7.220,72;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O40_C45\10l-40-45-7.txt;40;45;7;optimal;false;6.172;6.162,80;3600
