problem type;benchmark set;filename;number of orders;capacity;random seed;policy;opt?;UB;LB;time [s]
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-2.txt;60;45;2;traversal;false;9.742;9.730,57;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-3.txt;60;45;3;optimal;false;8.220;7.886;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-3.txt;60;45;3;largest_gap;false;9.507;8.500,52;12,548
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-3.txt;60;45;3;traversal;true;8.936;8.935,51;6,136
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-4.txt;60;45;4;optimal;false;8.736;7.530,29;1,026
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-4.txt;60;45;4;largest_gap;false;10.223;8.964,33;4,958
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-4.txt;60;45;4;traversal;true;9.648;9.647,56;29,453
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-5.txt;60;45;5;optimal;false;8.738;7.424,96;1,041
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-5.txt;60;45;5;largest_gap;false;9.734;8.840,47;13,317
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-5.txt;60;45;5;traversal;false;9.484;9.464,78;2,905
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-6.txt;60;45;6;optimal;false;9.213;8.331,67;6,735
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-6.txt;60;45;6;largest_gap;false;10.294;9.253,29;3,133
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-6.txt;60;45;6;traversal;true;10.277;10.276,50;145,865
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-7.txt;60;45;7;optimal;false;8.726;7.662,37;72,246
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-7.txt;60;45;7;largest_gap;false;9.697;8.808,28;271,881
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-7.txt;60;45;7;traversal;true;9.466;9.466;32,853
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-8.txt;60;45;8;optimal;false;9.422;8.506,75;698,502
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-8.txt;60;45;8;largest_gap;false;10.696;8.884,27;28,815
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-8.txt;60;45;8;traversal;true;10.255;10.254,50;448,851
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-9.txt;60;45;9;optimal;false;9.333;8.820,94;13,615
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-9.txt;60;45;9;largest_gap;false;10.535;9.392,51;16,418
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C45\18l-60-45-9.txt;60;45;9;traversal;false;10.331;10.309,70;30,889
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-0.txt;60;60;0;optimal;false;7.216;5.674,29;22,194
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-0.txt;60;60;0;largest_gap;false;8.460;6.407,81;2585,16
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-0.txt;60;60;0;traversal;false;7.656;7.595,47;70,216
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-1.txt;60;60;1;optimal;false;7.137;5.013,01;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-1.txt;60;60;1;largest_gap;false;8.317;5.036,64;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-1.txt;60;60;1;traversal;false;7.572;7.388,50;363,386
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-2.txt;60;60;2;optimal;false;7.144;5.473,40;273,012
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-2.txt;60;60;2;largest_gap;false;8.212;5.939,41;3210,11
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-2.txt;60;60;2;traversal;false;7.137;7.127,29;59,191
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-3.txt;60;60;3;optimal;false;7.779;6.698,63;2448,14
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-3.txt;60;60;3;largest_gap;false;9.591;5.735,94;2927,72
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-3.txt;60;60;3;traversal;false;8.242;8.163,87;1514,04
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-4.txt;60;60;4;optimal;false;7.240;5.722,71;508,03
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-4.txt;60;60;4;largest_gap;false;8.332;6.252,01;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-4.txt;60;60;4;traversal;false;7.807;7.723,13;1364,82
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-5.txt;60;60;5;optimal;false;7.017;5.614,15;107,516
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-5.txt;60;60;5;largest_gap;false;7.974;5.841,72;2275,16
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-5.txt;60;60;5;traversal;false;7.112;7.061,02;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-6.txt;60;60;6;optimal;false;6.919;5.235,51;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-6.txt;60;60;6;largest_gap;false;8.413;4.313,52;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-6.txt;60;60;6;traversal;false;7.284;7.269,05;16,011
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-7.txt;60;60;7;optimal;false;7.293;6.010,82;12,589
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-7.txt;60;60;7;largest_gap;false;8.337;5.987,55;3,144
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-7.txt;60;60;7;traversal;false;7.691;7.646,92;2,697
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-8.txt;60;60;8;optimal;false;7.524;5.429,37;4,03
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-8.txt;60;60;8;largest_gap;false;8.136;6.503,50;3,554
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-8.txt;60;60;8;traversal;false;7.584;7.547,22;13,944
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-9.txt;60;60;9;optimal;false;7.048;4.351,89;12,474
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-9.txt;60;60;9;largest_gap;false;8.139;5.218,04;17,737
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C60\19l-60-60-9.txt;60;60;9;traversal;false;7.121;7.082,09;39,623
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-0.txt;60;75;0;optimal;false;5.923;3.995,19;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-0.txt;60;75;0;largest_gap;false;6.751;1.409,78;2798,27
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-0.txt;60;75;0;traversal;false;5.675;5.621,42;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-1.txt;60;75;1;optimal;false;6.992;5.090,89;283,268
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-1.txt;60;75;1;largest_gap;false;7.916;5.177,13;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-1.txt;60;75;1;traversal;false;6.938;6.826,94;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-2.txt;60;75;2;optimal;false;6.459;4.732,44;434,692
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-2.txt;60;75;2;largest_gap;false;7.767;3.689,54;1181,18
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-2.txt;60;75;2;traversal;false;6.421;6.417,28;299,811
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-3.txt;60;75;3;optimal;false;6.513;4.764,27;315,873
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-3.txt;60;75;3;largest_gap;false;7.346;4.746,27;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-3.txt;60;75;3;traversal;false;6.322;6.265,12;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-4.txt;60;75;4;optimal;false;6.076;3.866,76;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-4.txt;60;75;4;largest_gap;false;7.638;5.163,77;1577,62
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-4.txt;60;75;4;traversal;false;6.311;6.180,26;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-5.txt;60;75;5;optimal;false;5.487;1.940,27;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-5.txt;60;75;5;largest_gap;false;6.363;2.017,85;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-5.txt;60;75;5;traversal;false;5.276;5.206,74;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-6.txt;60;75;6;optimal;false;5.978;3.100,30;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-6.txt;60;75;6;largest_gap;false;7.077;4.537,13;904,573
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-6.txt;60;75;6;traversal;false;5.784;5.768,30;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-7.txt;60;75;7;optimal;false;6.997;4.947,39;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-7.txt;60;75;7;largest_gap;false;7.658;6.143,73;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-7.txt;60;75;7;traversal;false;6.974;6.896,44;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-8.txt;60;75;8;optimal;false;6.382;4.288,35;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-8.txt;60;75;8;largest_gap;false;6.959;4.614,80;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-8.txt;60;75;8;traversal;false;6.168;6.040,07;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-9.txt;60;75;9;optimal;false;5.633;4.192,96;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-9.txt;60;75;9;largest_gap;false;6.686;4.595,17;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O60_C75\20l-60-75-9.txt;60;75;9;traversal;false;5.632;5.543,45;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C30\37s-60-30-0.txt;60;30;0;optimal;true;14.621;14.621;120,037
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C30\37s-60-30-0.txt;60;30;0;largest_gap;true;15.710;15.710;18,13
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C30\37s-60-30-0.txt;60;30;0;traversal;true;16.755;16.755;168,226
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C30\37s-60-30-1.txt;60;30;1;optimal;true;14.731;14.731;2024,69
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C30\37s-60-30-1.txt;60;30;1;largest_gap;true;16.047;16.047;29,893
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C30\37s-60-30-1.txt;60;30;1;traversal;true;17.479;17.479;343,576
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C30\37s-60-30-2.txt;60;30;2;optimal;true;13.033;13.033;260,172
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C30\37s-60-30-2.txt;60;30;2;largest_gap;true;14.269;14.269;109,707
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C30\37s-60-30-2.txt;60;30;2;traversal;true;15.158;15.158;43,35
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C30\37s-60-30-3.txt;60;30;3;optimal;true;13.423;13.423;1733,54
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C30\37s-60-30-3.txt;60;30;3;largest_gap;true;14.658;14.658;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C30\37s-60-30-3.txt;60;30;3;traversal;true;15.826;15.826;1304,49
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C30\37s-60-30-4.txt;60;30;4;optimal;true;13.881;13.881;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C30\37s-60-30-4.txt;60;30;4;largest_gap;true;15.025;15.025;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C30\37s-60-30-4.txt;60;30;4;traversal;true;16.499;16.498,80;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C30\37s-60-30-5.txt;60;30;5;optimal;true;12.394;12.394;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C30\37s-60-30-5.txt;60;30;5;largest_gap;true;13.500;13.500;2389,77
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C30\37s-60-30-5.txt;60;30;5;traversal;true;14.052;14.051,60;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C30\37s-60-30-6.txt;60;30;6;optimal;true;12.220;12.219,90;2952,77
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C30\37s-60-30-6.txt;60;30;6;largest_gap;true;13.281;13.281;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C30\37s-60-30-6.txt;60;30;6;traversal;true;14.343;14.343;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C30\37s-60-30-7.txt;60;30;7;optimal;true;13.453;13.453;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C30\37s-60-30-7.txt;60;30;7;largest_gap;true;14.587;14.587;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C30\37s-60-30-7.txt;60;30;7;traversal;true;16.007;16.007;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C30\37s-60-30-8.txt;60;30;8;optimal;true;15.542;15.542;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C30\37s-60-30-8.txt;60;30;8;largest_gap;true;16.947;16.947;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C30\37s-60-30-8.txt;60;30;8;traversal;true;18.801;18.801;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C30\37s-60-30-9.txt;60;30;9;optimal;true;12.944;12.944;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C30\37s-60-30-9.txt;60;30;9;largest_gap;true;14.113;14.113;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C30\37s-60-30-9.txt;60;30;9;traversal;true;15.000;15.000;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C45\38s-60-45-0.txt;60;45;0;optimal;false;9.370;8.592,46;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C45\38s-60-45-0.txt;60;45;0;largest_gap;false;10.530;9.124,30;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C45\38s-60-45-0.txt;60;45;0;traversal;true;10.268;10.267,50;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C45\38s-60-45-1.txt;60;45;1;optimal;false;9.034;7.648,92;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C45\38s-60-45-1.txt;60;45;1;largest_gap;false;10.079;8.908,13;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C45\38s-60-45-1.txt;60;45;1;traversal;false;9.767;9.758,45;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C45\38s-60-45-2.txt;60;45;2;optimal;false;7.787;4.558,19;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C45\38s-60-45-2.txt;60;45;2;largest_gap;false;8.985;7.198,40;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C45\38s-60-45-2.txt;60;45;2;traversal;true;7.987;7.986,54;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C45\38s-60-45-3.txt;60;45;3;optimal;false;8.428;7.247,90;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C45\38s-60-45-3.txt;60;45;3;largest_gap;false;9.704;8.593,49;107,729
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C45\38s-60-45-3.txt;60;45;3;traversal;true;9.207;9.206,52;282,079
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C45\38s-60-45-4.txt;60;45;4;optimal;false;9.225;8.191,74;489,336
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C45\38s-60-45-4.txt;60;45;4;largest_gap;false;10.209;9.904,24;1999,97
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C45\38s-60-45-4.txt;60;45;4;traversal;false;10.061;10.059,30;2827,82
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C45\38s-60-45-5.txt;60;45;5;optimal;false;9.295;7.792,42;1694,93
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C45\38s-60-45-5.txt;60;45;5;largest_gap;false;10.575;9.621,77;1962,8
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C45\38s-60-45-5.txt;60;45;5;traversal;false;9.947;9.903,07;146,169
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C45\38s-60-45-6.txt;60;45;6;optimal;false;9.785;9.132,53;696,135
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C45\38s-60-45-6.txt;60;45;6;largest_gap;false;10.999;9.700,73;118,643
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C45\38s-60-45-6.txt;60;45;6;traversal;false;10.756;10.710,40;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C45\38s-60-45-7.txt;60;45;7;optimal;false;9.495;8.279,35;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C45\38s-60-45-7.txt;60;45;7;largest_gap;false;10.810;9.604,93;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C45\38s-60-45-7.txt;60;45;7;traversal;true;10.365;10.364,50;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C45\38s-60-45-8.txt;60;45;8;optimal;false;10.452;8.864,95;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C45\38s-60-45-8.txt;60;45;8;largest_gap;false;11.711;10.206,50;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C45\38s-60-45-8.txt;60;45;8;traversal;true;11.123;11.123;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C45\38s-60-45-9.txt;60;45;9;optimal;false;9.571;8.501,60;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C45\38s-60-45-9.txt;60;45;9;largest_gap;false;11.050;9.639,01;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C45\38s-60-45-9.txt;60;45;9;traversal;true;10.439;10.438,70;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C60\39s-60-60-0.txt;60;60;0;optimal;false;7.651;5.650,57;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C60\39s-60-60-0.txt;60;60;0;largest_gap;false;8.827;7.245,02;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C60\39s-60-60-0.txt;60;60;0;traversal;false;8.272;8.191,59;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C60\39s-60-60-1.txt;60;60;1;optimal;false;7.752;6.354,51;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C60\39s-60-60-1.txt;60;60;1;largest_gap;false;8.804;6.586,11;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C60\39s-60-60-1.txt;60;60;1;traversal;false;8.143;8.011,98;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C60\39s-60-60-2.txt;60;60;2;optimal;false;7.160;6.089,64;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C60\39s-60-60-2.txt;60;60;2;largest_gap;false;8.531;6.016,47;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C60\39s-60-60-2.txt;60;60;2;traversal;false;7.586;7.568,54;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C60\39s-60-60-3.txt;60;60;3;optimal;false;7.265;5.534,10;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C60\39s-60-60-3.txt;60;60;3;largest_gap;false;8.601;6.071,79;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C60\39s-60-60-3.txt;60;60;3;traversal;false;7.766;7.649,84;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C60\39s-60-60-4.txt;60;60;4;optimal;false;8.261;6.050,57;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C60\39s-60-60-4.txt;60;60;4;largest_gap;false;9.006;4.732;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C60\39s-60-60-4.txt;60;60;4;traversal;true;8.014;8.013,94;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C60\39s-60-60-5.txt;60;60;5;optimal;false;7.769;5.105,06;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C60\39s-60-60-5.txt;60;60;5;largest_gap;false;8.281;4.929,55;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C60\39s-60-60-5.txt;60;60;5;traversal;false;7.243;7.228,77;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C60\39s-60-60-6.txt;60;60;6;optimal;false;6.664;4.624,63;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C60\39s-60-60-6.txt;60;60;6;largest_gap;false;8.215;5.706,99;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C60\39s-60-60-6.txt;60;60;6;traversal;false;7.104;7.020,32;116,201
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C60\39s-60-60-7.txt;60;60;7;optimal;false;6.715;5.288;919,385
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C60\39s-60-60-7.txt;60;60;7;largest_gap;false;7.732;4.072,35;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C60\39s-60-60-7.txt;60;60;7;traversal;false;7.058;7.023,64;2637,91
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C60\39s-60-60-8.txt;60;60;8;optimal;false;7.733;5.723,61;2069,71
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C60\39s-60-60-8.txt;60;60;8;largest_gap;false;9.018;7.024,04;1295,23
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C60\39s-60-60-8.txt;60;60;8;traversal;false;7.932;7.927,14;445,57
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C60\39s-60-60-9.txt;60;60;9;optimal;false;7.178;5.149,43;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C60\39s-60-60-9.txt;60;60;9;largest_gap;false;8.446;4.852,58;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C60\39s-60-60-9.txt;60;60;9;traversal;false;7.118;7.028,54;505,853
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C75\40s-60-75-0.txt;60;75;0;optimal;false;5.747;4.085,30;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C75\40s-60-75-0.txt;60;75;0;largest_gap;false;6.895;3.930,23;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C75\40s-60-75-0.txt;60;75;0;traversal;false;5.755;5.706,34;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C75\40s-60-75-1.txt;60;75;1;optimal;false;6.603;5.065,60;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C75\40s-60-75-1.txt;60;75;1;largest_gap;false;8.036;4.031,51;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C75\40s-60-75-1.txt;60;75;1;traversal;false;7.049;6.835,72;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C75\40s-60-75-2.txt;60;75;2;optimal;false;6.153;3.938,18;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C75\40s-60-75-2.txt;60;75;2;largest_gap;false;6.981;5.256,26;3600
OrderBatching;HENN;Instances_uniform\Instances_S-Shape\SS_O60_C75\40s-60-75-2.txt;60;75;2;traversal;false;6.240;6.130,16;3600
