;;;traversal;traversal;traversal;traversal;traversal;traversal;traversal;traversal;return;return;return;return;return;return;return;return;midpoint;midpoint;midpoint;midpoint;midpoint;midpoint;midpoint;midpoint;largest gap;largest gap;largest gap;largest gap;largest gap;largest gap;largest gap;largest gap;combined;combined;combined;combined;combined;combined;combined;combined;optimal;optimal;optimal;optimal;optimal;optimal;optimal;optimal
;;;;;BPC;BPC;SC-2;SC-2;BPC-DF-2;BPC-DF-2;;;BPC;BPC;SC-2;SC-2;BPC-DF-2;BPC-DF-2;;;BPC;BPC;SC-2;SC-2;BPC-DF-2;BPC-DF-2;;;BPC;BPC;SC-2;SC-2;BPC-DF-2;BPC-DF-2;;;BPC;BPC;SC-2;SC-2;BPC-DF-2;BPC-DF-2;;;BPC;BPC;SC-2;SC-2;BPC-DF-2;BPC-DF-2
capacity;numOrders;instNum;BKS;BKS_is_opt;LB tree;runtime;UB;runtime;UB;runtime;BKS;BKS_is_opt;LB tree;runtime;UB;runtime;UB;runtime;BKS;BKS_is_opt;LB tree;runtime;UB;runtime;UB;runtime;BKS;BKS_is_opt;LB tree;runtime;UB;runtime;UB;runtime;BKS;BKS_is_opt;LB tree;runtime;UB;runtime;UB;runtime;BKS;BKS_is_opt;LB tree;runtime;UB;runtime;UB;runtime
60;60;6;960;False;957.63;TL;975;120;960;120;1269.8;False;1265.48;TL;1274.8;100.7;1276.8;120;1145.8;False;1139.55;TL;1158;120;1147;120;1071.8;False;1067.1;TL;1227.8;120;1126.8;120;940.8;True;940.8;2341.81;1063.4;120;946;120;931.8;True;931.8;1716.48;1062.8;120;942.8;120
60;60;7;944.8;False;939.77;TL;958.8;120;947;120;1241.8;True;1241.8;3193.72;1251.6;120;1247.8;120;1036;True;1036;1051.75;1036;56.17;1039;120;1013.8;False;1013.27;TL;1061.8;120;1080.2;120;915.8;False;915.43;TL;928.8;120;915.8;120;911.8;False;904.31;TL;928.8;120;930;120
60;60;8;923.8;False;915.91;TL;923.8;27.81;923.8;120;1231.2;True;1231.2;561.63;1280;120;1236.2;120;1080.4;True;1080.4;231.9;1126.8;120;1080.4;120;1004.4;True;1004.4;537.63;1060.6;120;1025;120;896.6;True;896.6;73.7;939.8;120;896.6;79.78;888.4;True;888.4;1090.92;929.6;120;893.4;120
60;60;9;768;True;768;160.38;776;118.92;779;120;1043.8;False;1039.94;TL;1051;117.34;1152.8;120;901.8;True;901.8;897.16;940.8;120;1009;120;856.8;False;849.75;TL;1003.2;120;1003.2;120;750.2;True;750.2;323.44;770.8;120;842;120;744.8;False;744.29;TL;855.8;120;855.8;120
60;60;10;920.8;True;920.8;1904.28;928.8;70.16;963.4;120;1225.6;True;1225.6;1590.08;1253;120;1324.8;120;1065.8;True;1065.8;97.43;1099;120;1065.8;105.18;1008.6;True;1008.6;1494.15;1040;120;1090.6;120;903.6;False;903.32;TL;921;120;909.6;120;881.8;True;881.8;41.13;881.8;42.29;881.8;59.9
60;70;1;947;True;947;202.11;1025.8;120;947;120;1263;True;1263;1251.15;1336.4;120;1263;120;1108.6;False;1107.77;TL;1258.2;120;1258.2;120;1044;False;1040.15;TL;1201.2;120;1201.2;120;937.2;False;935.03;TL;1079.6;120;969;120;927.2;False;922.23;TL;1059;120;1059;120
60;70;2;1065.6;False;1060.69;TL;1075.2;120;1099.2;120;1386.2;True;1386.2;134.16;1386.2;37.73;1386.2;75.9;1173.2;True;1173.2;1451.68;1205.2;120;1192;120;1118.2;True;1118.2;1551.88;1290;120;1290;120;1034.4;False;1030.21;TL;1064.2;120;1092.2;120;1004.2;True;1004.2;786.45;1055.8;120;1023.2;120
60;70;3;1070.4;False;1070.12;TL;1129.4;120;1070.4;120;1436.2;True;1436.2;724.21;1448.2;120;1436.2;120;1242;False;1239.1;TL;1381.6;120;1260.2;120;1172.2;True;1172.2;2873.07;1281.2;120;1212.4;120;1042;True;1042;785.92;1146.6;120;1042;120;1029.2;False;1028.28;TL;1188.2;120;1086.4;120
60;70;4;1027.2;False;1026.32;TL;1077.8;120;1090;120;1346;True;1346;373.32;1406.4;120;1347.8;120;1190.8;True;1190.8;1138.43;1251.2;120;1234;120;1108.2;True;1108.2;1827.45;1299.4;120;1299.4;120;1002.2;True;1002.2;1756.11;1037.8;120;1002.2;120;989.2;True;989.2;2621.94;1026.8;120;1038.6;120
60;70;5;931.2;False;928.66;TL;974.4;120;931.2;120;1251;False;1244.63;TL;1451.4;120;1337;120;1074;False;1070.94;TL;1302.2;120;1302.2;120;1015.2;False;1008.43;TL;1193.2;120;1193.2;120;914.2;False;907.66;TL;1062;120;914.2;120;900;False;892.53;TL;1035.4;120;1035.4;120
60;70;6;995.6;False;992.59;TL;1094.2;120;995.6;120;1305.4;True;1305.4;661.42;1423.2;120;1306.4;120;1130.2;True;1130.2;441.61;1231.2;120;1156.2;120;1084.2;False;1079.42;TL;1266.2;120;1266.2;120;981.6;False;980.59;TL;1071;120;990.4;120;967.2;False;961.12;TL;1047.2;120;1005.4;120
60;70;7;994.4;False;991;TL;1051.4;120;995.2;120;1315.6;True;1315.6;137.73;1315.6;53.13;1315.6;120;1154.8;False;1152.27;TL;1229.4;120;1179.6;120;1105.6;False;1093.64;TL;1165.2;120;1195.2;120;971.2;True;971.2;199.65;1030.2;120;971.2;120;962.4;False;958.86;TL;1013.4;120;978;120
60;70;8;951.8;True;951.8;1905.76;1051.2;120;957.6;120;1276.4;True;1276.4;2769.96;1500.4;120;1277.4;120;1092.4;False;1087.19;TL;1301;120;1301;120;1034.4;False;1027.55;TL;1199;120;1199;120;927.4;True;927.4;2943.21;1081.4;120;935.6;120;920.6;False;918.05;TL;1062.8;120;1062.8;120
60;70;9;1089.4;False;1082.43;TL;1107.2;120;1089.4;120;1456;False;1446.26;TL;1465.2;118.65;1460;120;1233.2;False;1231.03;TL;1301.4;120;1403.8;120;1170.2;False;1166.91;TL;1328.4;120;1328.4;120;1049.4;True;1049.4;2765.65;1050.4;87.75;1051.4;120;1049;False;1034.53;TL;1173.2;120;1173.2;120
60;70;10;957.2;False;949.15;TL;1079;120;984.2;120;1262;False;1261.07;TL;1421.6;120;1325;120;1106;False;1100.64;TL;1301;120;1301;120;1042;False;1032.96;TL;1210;120;1210;120;927.4;False;918.65;TL;1036.6;120;931.4;120;909.6;False;906.88;TL;1032.8;120;1032.8;120
60;80;1;1065.8;False;1057.78;TL;1195.2;120;1084.8;120;1411.8;False;1398.72;TL;1636.8;120;1439.2;120;1201.4;False;1193.86;TL;1412.8;120;1412.8;120;1151.8;False;1136;TL;1346.8;120;1346.8;120;1028.8;False;1023.83;TL;1174.6;120;1103;120;1001;False;1000.31;TL;1161.4;120;1161.4;120
60;80;2;1156.2;False;1154.49;TL;1218.8;120;1158.2;120;1568.4;False;1560.91;TL;1674.2;120;1574.6;120;1307.8;False;1297.88;TL;1391.2;120;1532.4;120;1239;False;1228.19;TL;1460.8;120;1460.8;120;1106.2;True;1106.2;114.37;1155.8;120;1110.2;120;1104.8;False;1099.37;TL;1234.6;120;1301.4;120
60;80;3;1101.2;False;1098.76;TL;1203.4;120;1108;120;1451;True;1451;1312.61;1565.2;120;1460;120;1276.2;False;1266.86;TL;1525.8;120;1525.8;120;1206;False;1195.83;TL;1393;120;1393;120;1069.2;False;1067.49;TL;1164.6;120;1069.2;120;1063.2;False;1055.45;TL;1245.8;120;1245.8;120
60;80;4;1064.2;False;1062.84;TL;1064.2;71.39;1064.2;120;1416;False;1412.9;TL;1686.8;120;1462.8;120;1229;False;1221.99;TL;1445.4;120;1445.4;120;1174;False;1167.78;TL;1368.4;120;1368.4;120;1043.4;False;1040.66;TL;1154.8;120;1088.4;120;1035.4;False;1027.98;TL;1200;120;1200;120
60;80;5;1221.4;False;1216.32;TL;1347.6;120;1238.4;120;1615.2;False;1601.52;TL;1859;120;1661.4;120;1394.4;True;1394.4;703.69;1394.4;104.2;1396.4;120;1329.4;False;1323.46;TL;1521.6;120;1521.6;120;1194.4;False;1188.34;TL;1317.6;120;1200.4;120;1177.2;False;1170.13;TL;1290.4;120;1206;120
60;80;6;1084.8;False;1075.5;TL;1204.2;120;1087;120;1445.8;False;1440.63;TL;1599.2;120;1488.6;120;1276.8;False;1265.11;TL;1520.8;120;1520.8;120;1184.8;False;1176.66;TL;1424;120;1424;120;1052;False;1049.53;TL;1169.2;120;1108.8;120;1043.8;False;1038.77;TL;1204.6;120;1204.6;120
